"The storm damaged our own ships, forcing us off course. But now, we have the opportunity to annihilate the Tidereaver presence completely.","A tempestade danificou nossos próprios navios, forçando-nos a sair do curso. Mas, agora, temos a oportunidade de aniquilar completamente a presença dos Saquemares."
"Lemelin Monastery, Year 997","Mosteiro de Lemelin, ano 997"
Chapter 9: Sanctuary,Capítulo 9: Santuário
We've reached Lemelin at last. But our enemies are eager to strike at any moment...,"Finalmente, chegamos a Lemelin. Mas nossos inimigos estão ansiosos para atacar a qualquer momento..."
Chapter 10: To War,Capítulo 10: À guerra
"The Veridian Civil War has begun. We find ourselves aligned with the Western forces, in direct opposition to the Prime Minister. We set out now to save Isanter's capital city, and liberate Trucea.","A Guerra Civil Veridiana começou. Encontramo-nos alinhados com as forças ocidentais, em oposição direta ao primeiro-ministro. Partimos agora para salvar a capital de Isanter e libertar Trucea."
"Trucea, Year 997","Trucea, ano 997"
Chapter 11: Deadly Gambit,Capítulo 11: Aposta Mortal
"The Eastern forces are off balance. Time to take the fight to their turf. Their main base of operations lies ahead, at Fort Eureeka.","As forças orientais estão desequilibradas. Hora de levar a luta para o território deles. Sua principal base de operações fica à frente, no Forte Eureka."
"Fort Eureeka, Year 997","Forte Eureka, ano 997"
Chapter 12: Upheaval,Capítulo 12: Perturbação
"We've taken Fort Eureeka, but the Eastern forces remain steadfast. Man the defenses at Fort Eureeka and prepare for the battle of our lives.","Tomamos o Forte Eureka, mas as forças orientais permanecem firmes. Equipe as defesas do Forte Eureka e prepare-se para a batalha de nossas vidas."
"Rimorgue River Valley, Year 997","Vale do Rio de Rimorgue, ano 997"
Chapter 13: Conquest,Capítulo 13: Conquista
Casamir has no business leading armies. Let us show him how it is done. Conquer Rimorgue and crush the resistance at Stormrook.,Casamir não tem como liderar exércitos. Vamos mostrar a ele como se faz. Conquiste Rimorgue e aniquile a resistência em Torre-tempesta.
"Westerfield Keep, Year 999","Fortaleza de Campocidental, ano 999"
"Chapter 14: Paladin, Undaunted","Capítulo 14: Paladina, Audaz"
"Diana's Rebellion has stormed Westerfield Keep, a child detention facility. Wipe out the defenders and free the prisoners.","A rebelião de Diana invadiu a Fortaleza de Campocidental, um centro de detenção infantil. Elimine os defensores e liberte os prisioneiros."
"Outside Westerfield, year 999","Parte externa de Campocidental, ano 999"
Chapter 15: Westerfield Escape,Capítulo 15: Fuga de Campocidental
"We've freed the children, but overwhelming reinforcements have arrived. We must cross the river and arrive safely at Centurion's Rest before we are overtaken.","Libertamos as crianças, mas chegaram reforços esmagadores. Devemos cruzar o rio e chegar em segurança ao Abrigo do Centurião antes de sermos alcançados."
"Centurion's Rest, Year 999","Abrigo do Centurião, ano 999"
Chapter 16: Desperation,Capítulo 16: Desespero
"We cannot ignore the Nephilim Prophecy any longer. Break into the Imperial Palace via its rear sally port, clearing the way to Mount Ptolomea.","Não podemos mais ignorar a Profecia Nephilim. Invada o Palácio Imperial por sua porta de saída traseira, abrindo caminho para o Monte Ptolomea."
"Rebel Front Base, Year 999","Base do Fronte de Muralheste, ano 999"
Chapter 17: Coaxing the Divine,Capítulo 17: Persuadindo o Divino
"The enemy has taken great measures to prevent access to the path to Mount Ptolomea. We must shatter their magical barrier, allowing Diana free passage to her destiny.","O inimigo tomou grandes medidas para impedir o acesso ao caminho para o Monte Ptolomea. Devemos quebrar a barreira mágica deles, permitindo que Diana passe livremente até seu destino."
Chapter 18: Emborian Dawn,Capítulo 18: Alvorecer Emboriano
"The Avatar of Donar has returned to Tahnra, signaling the true beginning of the Nephilim Army. Our first objective is to liberate the far north lands of Embor.","O Avatar de Donar voltou a Tahnra, sinalizando o verdadeiro início do Exército Nephilim. Nosso primeiro objetivo é libertar as terras do extremo norte de Embor."
"Embor, Year 999","Embor, ano 999"
Chapter 19: Return to Eastwall,Capítulo 19: Volta para Muralheste
"Lysander has managed to establish a stronghold in Eastwall Fortress, but faces overwhelming odds. We must reinforce his army and reunite with our companions.","Lysander conseguiu estabelecer uma fortaleza na Fortaleza de Muralheste, mas enfrenta dificuldades esmagadoras. Devemos reforçar seu exército e nos reunir com nossos companheiros."
Chapter 20: Wild Card,Capítulo 20: Curinga
The Historium Magnus has been stolen! We know the thief has fled to the active volcano at Mount Karnac.,A Historium Magnus foi roubada! Sabemos que o ladrão fugiu para o vulcão ativo no Monte Karnac.
"Nephilim Base near Sandraka, Year 999","Base Nephilim próxima de Sandraka, ano 999"
Chapter 21: Liberating Sandraka,Capítulo 21: Libertando Sandraka
"We have established a strongpoint on the Sandraka continent. If we can seize the large city of Crestmoor, we will strike a critical blow to Casamir's grip on the South.","Estabelecemos um ponto forte no continente de Sandraka. Se conseguirmos tomar a grande cidade de Charcocrista, daremos um golpe crítico no domínio de Casamir no Sul."
"Greywind Peak, Year 999","Pico de Vendagris, ano 999"
Chapter 22: Greywind Peak,Capítulo 22: Pico de Vendagris
"Greywind Peak stands before us, and within it, Diana's destiny as a fully-realized Nephilim warrior.","O Pico de Vendagris está diante de nós e, dentro dele, o destino de Diana como uma guerreira Nephilim totalmente aceita."
"Nephilim Army Sayunaa Front Base, Year 999","Base do Fronte do Exército Nephilim em Sayunaa, ano 999"
Chapter 23: Unwise Alliance,Capítulo 23: Aliança Imprudente
"The Kingdom of Sayunaa has subjugated itself to Casamir to avoid war, and has disposed of their own monarchs. We must try to rein in the Sayunaari, by any means necessary.",O Reino de Sayunaa subjugou-se a Casamir para evitar a guerra e eliminou seus próprios monarcas. Devemos tentar controlar os Sayunaari por todos os meios necessários.
"Ezrum, Year 999","Ezrum, ano 999"
Chapter 24: Scorched Sands,Capítulo 24: Areias Escaldantes
"The Sayunaari have thrown in completely for Casamir, and against us. We must try to salvage the situation. By reducing their warmaking ability, we may demoralize them enough to call for peace.","Os Sayunaari estão completamente a favor de Casamir e contra nós. Devemos tentar inverter essa situação. Ao reduzir sua capacidade de guerra, podemos desmoralizá-los o suficiente para pedir paz."
"Fort Dakur, Year 999","Forte Dakur, ano 999"
Chapter 25: Kingdom of Gold,Capítulo 25: Reino de Ouro
"The golden city of Sayunaa's capital lies before us. Regent Lord Cyrus stands defiant, throwing many unwilling Sayunaari into battle. May Donar bring this war to an end soon.","A cidade dourada da capital de Sayunaa está diante de nós. O regente Lorde Cyrus permanece desafiador, comandando muitos Sayunaari relutantes na batalha. Que Donar leve esta guerra a um fim logo."
"Nephilim Army Front Base outside Stormrook, Year 999","Base do Fronte do Exército Nephilim fora de Torre-tempesta, ano 999"
Chapter 26: Stormrook Looms,Capítulo 26: Cabos de Torre-tempesta
"With Sayunaa and its resources on our side, our army has grown powerful. We now face a massive clash in the Rimorgue River Valley. If we can conquer Stormrook and Rimorgue, Casamir is doomed.","Com Sayunaa e seus recursos do nosso lado, nosso exército se tornou poderoso. Agora enfrentamos um confronto massivo no Vale do Rio de Rimorgue. Se conseguirmos conquistar Torre-tempesta e Rimorgue, Casamir estará condenado."
"Nephilim Army Front Base at Armitage, Year 999","Base do Fronte do Exército Nephilim em Armitage, ano 999"
Chapter 27: Return to the Origin,Capítulo 27: Retorno à Origem
"Casamir refuses to surrender despite obvious defeat. As we move to conquer Armitage, we must consider the lives of the Imperial soldiers whose morale is broken and are desperate for peace.","Casamir se recusa a se render, apesar da óbvia derrota. Conforme avançamos para conquistar Armitage, devemos considerar as vidas dos soldados imperiais cujo moral está abalado e desesperados pela paz."
"Armitage Base, Year 999","Base de Armitage, ano 999"
Chapter 28: Downfall,Capítulo 28: Queda
"The enemy has holed himself up in the Imperial Palace. The Followers of Zanatus have mobilized their most deadly forces. Have no mercy for the cultists, or Casamir.",O inimigo se escondeu no Palácio Imperial. Os Seguidores de Zanatus mobilizaram suas forças mais mortíferas. Não tenha piedade dos adoradores ou de Casamir.
"Imperial Palace, Year 999","Palácio Imperial, ano 999"
Chapter 29: Zenith of the World,Capítulo 29: Zenith do Mundo
"The Avatar of Donar is but a few steps from full realization, and the remnants of the Followers of Zanatus are the last barrier in our way. We soon face the cult Grandmaster...","O Avatar de Donar está a apenas alguns passos da plena realização, e os Seguidores de Zanatus que sobraram são a última barreira em nosso caminho. Logo enfrentaremos o culto do Grão-mestre..."
"Gateway at Mount Ptolomea, Year 999","Passagem no Monte Ptolomea, ano 999"
Chapter 30: Armageddon,Capítulo 30: Fim do Mundo
All of the seals between the Divine Realm and the Mortal Realm are now broken. Armageddon has again come to Tahnra. Destroying Zanatus is the only way to avoid total annihilation.,Todos os selos entre o Reino Divino e o Reino Mortal agora estão quebrados. O Armagedom chegou novamente a Tahnra. Destruir Zanatus é a única maneira de evitar a aniquilação total.
Gaiden Chapter A: Unrelenting Ambition,Capítulo Gaiden A: Ambição Implacável
"Sybil's recklessness has thrown us into a melee with the Imperial forces at the Felnamia provice. We must both save Sybil, and seize Felnamia.",A imprudência de Sybil nos colocou em conflito com as forças imperiais na província de Felnamia. Devemos salvar Sybil e tomar Felnamia.
Gaiden Chapter B: Dragon's Haven,Capítulo Gaiden B: Refúgio do Dragão
"The enemy has sought to monopolize war Dragons by annihilating broods not within their control. Azuros, an ancient monarch, could be a powerful ally if we can intercept the Imperial attackers in time.","O inimigo tentou monopolizar os dragões de guerra, aniquilando ninhadas fora de seu controle. Azuros, um antigo monarca, poderá ser um aliado poderoso se conseguirmos interceptar os atacantes imperiais a tempo."
Gaiden Chapter C: No Mercy for the Merciful,Capítulo Gaiden C: Sem Misericórdia aos Misericordiosos
We have located one of the largest child detention complexes in the world. This evil cannot be allowed to continue. Wipe out the enemy completely.,Localizamos um dos maiores complexos de detenção infantil do mundo. Este mal não pode continuar. Elimine o inimigo por completo.
Gaiden Chapter D: Clockwork City,Capítulo Gaiden D: Cidade Mecânica
Casamir has always had an abundance of firearms and cannons at his disposal. It's time to break into their Pyrocite stores in Sandraka City and take this advantage for ourselves.,Casamir sempre teve uma abundância de armas de fogo e canhões à sua disposição. É hora de invadir suas lojas de Pirocita na cidade de Sandraka e aproveitar essa vantagem para nós mesmos.
Gaiden Chapter E: Ishtar's Lament,Capítulo Gaiden E: Lamento de Ishtar
"I can't shake this feeling, it is familiar, but unsettling...","Não consigo me livrar desse sentimento, é familiar mas inquietante..."
Bronze Arena,Arena de bronze
Silver Arena,Arena de prata
Gold Arena,Arena de ouro
Platinum Arena,Arena de platina
Endurance Trial,Provação de Resistência
Legends 1A: Promise of Peace,Lendas 1A: Promessa de Paz
Florina Iblis's claim to the Imperial throne brings hopes for the end to the Succession War. But surely the claim will be contested...,A reivindicação de Florina Iblis ao trono imperial traz esperanças para o fim da Guerra de Sucessão. Mas certamente a reivindicação será contestada...
Legends 1B: Defend the Claim,Lendas 1B: Defenda a Reivindicação
The pretenders to the throne have launched a final desperate bid to stop Florina's coronation. Defend Imperial territory from invasion!,Os pretendentes ao trono lançaram uma última tentativa desesperada para impedir a coroação de Florina. Defenda o território imperial da invasão!
Legends 2: Barek Tor,Lendas 2: Barek Tor
,
Legends 3A: Whispers from Grothnor,Lendas 3A: Sussurros de Grothnor
Fort Rittenbach has claimed another scout party... missing without explanation. Duke Jaromir mobilizes his army to personally investigate.,O Forte Rittenbach tomou outro grupo de reconhecimento... desaparecido sem explicação. O duque Jaromir mobiliza seu exército para investigar pessoalmente.
Legends 3B: Life and Unlife,Lendas 3B: Vida e Inexistência
"Grothnor's undead hordes have reached as far as Embor, and the other nobles refuse to help. Defend Embor at all costs!","As hordas de mortos-vivos de Grothnor chegaram até Embor, e os outros nobres se recusam a ajudar. Defenda Embor a qualquer custo!"
Legends 4: Pendergast's Folly,Lendas 4: Loucura de Pendergast
Legends 5: Shadowchaser,Lendas 5: Caçador de Sombras
Legends 6: Queen of Dragons,Lendas 6: Rainha dos Dragões
"Azuros has left suddenly. Scouts report a rival brood, controlled by the Archaelus Empire, has threatened Azuros's hidden brood hive.","Azuros partiu repentinamente. Batedores relatam que uma ninhada rival, controlada pelo Império de Archaelus, ameaçou a colmeia oculta de Azuros."
Grassland,Terra-verde
Ramp,Rampa
Cliffs,Falésias
Hazard,Risco
Lava Cave,Caverna de lava
High Ground,Terreno alto
Ladder,Escada
Road,Estrada
Bridge,Ponte
Dungeon,Masmorra
Shadows,Sombras
Ambush Trench,Trincheira de emboscada
Industrial,Industrial
Tower,Torre
Throne,Trono
Divine Realm,Reino Divino
Hills,Colinas
Plains,Planícies
Wheat Field,Campo de trigo
Town,Cidade
Wall,Muralha
Desert,Deserto
Snow,Neve
Woods,Bosque
Forest,Floresta
Water,Água
Swamp,Pântano
Ship,Navio
Sky,Céu
Mountains,Montanhas
Mine,Mina
Stables,Estábulos
Fort,Forte
Base,Base
Temple,Templo
Village,Vilarejo
Bazaar,Bazar
Slow,Lento
Light,Leve
Infantry,Infantaria
Cavalry,Cavalaria
Flying,Voador
Clear,Apagar
Cloudy,Nublado
Overcast,Anuviado
Rainy,Chuvoso
Storm,Tempestade
Snowy,Níveo
Blizzard,Nevasca
Indoors,Parte interna
Stormy,Tempestuoso
Heat Wave,Onda de calor
"Ah, there you are, child of destiny. You've arrived\NEWLINE  at a very opportune time, you will find.","Ah, aí está você, criança do destino. Verá que chegou\NEWLINE em um momento oportuno."
"Let me look into your heart. Who are you? Will your\NEWLINE  journey be marked by virtue, or will this land's people\NEWLINE  remember you as an adversary?",Deixe-me ver seu coração. Quem é você? Será que sua nova\NEWLINE jornada será marcada pela virtude ou o povo destas terras\NEWLINE lembrarão de você como um adversário?
"Thank you. What an intriguing soul! Go, and I will\NEWLINE  see you here again when the time is right.","Agradeço. Que alma intrigante! Agora vá, \NEWLINENos veremos novamente quando for a hora."
"Go forth, and leave your mark on this world!",Avance e deixe sua marca neste mundo!
Which form suits you?,Que forma combina com você?
Please tell me your name.,Conte-me seu nome.
So you have chosen...,Então você escolheu...
Yes,Sim
No,Não
"When on death's door, what will you consider a life well-lived?","Quando estiver às portas da morte, o que você considerará uma vida bem vivida?"
I did it all my way,Fiz tudo o que queria
I fulfilled who I was meant to be,Cumpri aquilo que me foi destinado
Many will mourn my passing,Muitos sentirão pela minha morte
"A desperate beggar corners you, demanding money.\NEWLINEWhat do you do?","Um pedinte desesperado lhe encurrala, pedindo dinheiro.\NEWLINEO que você faz?"
Intimidate him into backing down.,Eu o intimido a se afastar.
Talk your way out of the situation.,Converso para me livrar daquela situação.
Offer him a warm meal at the local pub.,Ofereço uma refeição quente no pub local.
What is the most important trait a leader should have?,Qual é a característica mais importante que um líder deve ter?
The ability to bring people together,A habilidade de unir pessoas
An unshakeable love for the people,Um amor inabalável por pessoas
The power to command respect and fear,O poder de comandar com respeito e medo
What most leads to the downfall of great civilizations?,O que leva à queda de grandes civilizações?
Faithlessness,Falta de fé
Poverty,Pobreza
Intolerance,Intolerância
"You were blessed with a child. \NEWLINEIf you could choose their fate, what would it be?","Uma criança lhe foi dada pelo destino. \NEWLINESe pudesse escolher um destino para ela, qual seria?"
A famous musician,Artista musicista
A great general,Grande general
A devout follower of the faith,Seguidora devota da fé
What do you look for most in a mate?,O que você busca em um(a) parceiro(a)?
Beauty,Beleza
Wealth and Prestige,Riqueza e prestígio
Intellect,Intelecto
"As a potential ruler in difficult times, \NEWLINEwhat are your most effective tools?","Para um governador em tempos difíceis,\NEWLINEquais são as ferramentas mais eficazes?"
Your kind heart,Um coração bom
Your inspiring charisma,Um carisma inspirador
Fear,Medo
Which personal flaw do you want to avoid most?,Qual defeito pessoal você mais deseja evitar?
Deceptive and exploitative,Ser enganado e explorado
Easily manipulated,Ser facilmente manipulado
Lack of Willpower,Ausência de força de vontade
You must give up your most valuable possession. \NEWLINEWhat is it?,Você precisa abrir mão de sua posse mais valiosa. \NEWLINEQual seria?
Your vast wealth,Sua vasta riqueza
Your battle prowess,Sua proeza em batalha
Your faith,Sua fé
"Allows us to access the Bronze Arena from Home Base, then the Token is consumed. The Bronze Arena takes place in a Temperate climate, offers a low challenge, and modest rewards.","Permite-nos acessar a Arena de Bronze da Base principal. Em seguida, a ficha é consumida. A Arena de Bronze possui um clima temperado, oferece um desafio baixo e recompensas modestas."
"Allows us to access the Silver Arena from Home Base, then the Token is consumed. The Silver Arena takes place in a Tundra climate, offers a medium challenge, and good rewards.","Permite-nos acessar a Arena de Prata da Base principal. Em seguida, a ficha é consumida. A Arena de Prata possui um clima de tundra, oferece um desafio intermediário e boas recompensas."
"Allows us to access the Gold Arena from Home Base, then the Token is consumed. The Gold Arena takes place in a Desert climate, offers a high challenge, and excellent rewards.","Permite-nos acessar a Arena de Ouro da Base principal. Em seguida, a ficha é consumida. A Arena de Ouro possui um clima desértico, oferece um desafio alto e recompensas excelentes."
"Allows us to access the Platinum Arena from Home Base, then the Token is consumed. The Platinum Arena takes place in a Temperate climate, offers the greatest challenge, and incredible rewards.","Permite-nos acessar a Arena de Platina da Base principal. Em seguida, a ficha é consumida. A Arena de Platina possui um clima temperado, oferece o maior desafio e recompensas incríveis."
"To embrace your destiny, and become who you are, is life's greatest purpose.","Abraçar seu destino, e se tornar quem você realmente é, é o grande propósito da vida."
"Used to unlock a huge amount of classes. Required for all Heavy Infantry and Heavy Cavalry, as well as many high-end Light Infantry and Cavalry, Archery, and Firearms units.","Usado para desbloquear uma grande quantidade de classes. Necessário para toda Infantaria Pesada e Cavalaria Pesada, bem como para muitas unidades de Infantaria Leve e Cavalaria, Arquearia e Armas de Fogo de alta qualidade."
"Used to unlock high-end attackers. Required for Champion, Centurion, Knight, Assassin, Warbow, and Swordmaster.","Usado para desbloquear atacantes sofisticados. Necessário para Campeão, Centurião, Cavaleiro, Assassino, Arqueiro de guerra e Mestra espadachim."
"Used for high-end Mage and Support units. Required for Paladin, Valkyrie, Fire Mage, Lightning Mage, Ice Mage, Sorceress, and Templar.","Usado para unidades de Mago e Suporte sofisticadas. Necessário para Paladina, Valquíria, Mago de fogo, Mago de trovão, Mago de gelo, Feiticeira e Templária."
"Used as a baseline resource for all Magicians, as well as Priestess, Templar, and Hospitaller.","Usado como um recurso básico para todos os Magos, bem como Sacerdotisas, Templárias e Hospitalárias."
"Used to create Firearms. Required for Gunner, Dragoon, and Siege Cannon.","Usado para criar armas de fogo. Necessário para Artilheiro, Artilheiro de montaria e Canhão de cerco."
Required for all forms of Cavalry.,Necessário para todas as formas de Cavalaria.
Gain a small amount of gold per fallen enemy defeated in any combat,Ganhe uma pequena quantidade de ouro por inimigo derrotado em qualquer combate
Defensive bonuses from Terrain are 50% more effective,Os bônus defensivos do terreno são 50% mais eficazes
Deal 20% more and take 20% less damage if Covering the Squad Leader,Cause 20% a mais e receba 20% a menos de dano se estiver cobrindo o líder do esquadrão
Unit deals +25% damage for every incapacitated Unit in this Squad,Unidade causa 25% de dano para cada Unidade incapacitada neste Esquadrão
"Deal damage to enemy Morale, increases as STR increases","Cause dano ao Moral do inimigo, aumenta conforme a FOR aumenta"
This unit is more likely to be targeted by enemies in battle,Esta unidade é mais provável de ser alvo de inimigos em batalha
Unit is less likely to be targeted by enemies in battle,É menos provável que a unidade seja alvo de inimigos em batalha
Unit takes 25% less damage when under 50% Max HP,A unidade recebe 25% menos dano quando está com menos de 50% do PV Máx.
Enemies cannot Critical Hit this Unit,Inimigos não atingem Acertos críticos nesta Unidade
Critical hits bypass 100% of target armor,Acertos críticos ignoram 100% da armadura do alvo
Critical damage increased by 50%,Dano crítico aumentado em 50%
Archery units in this Squad cost 2 less capacity,Unidades de Arquearia neste Esquadrão custam 2 a menos de capacidade
Heavy Infantry units in this Squad cost 2 less capacity,Unidades de Infantaria Pesada neste Esquadrão custam 2 a menos de capacidade
Heavy Cavalry units in this Squad cost 2 less capacity,Unidades de Cavalaria Pesada neste Esquadrão custam 2 a menos de capacidade
"Unit can no longer Critical Hit, but deals +15% damage","A unidade não pode mais desferir um acerto crítico, mas causa +15% de dano"
"Unit has a chance, based on SKL, to prevent its primary target from counter-attacking in the same battle","A unidade tem uma chance, com base na HAB, de impedir que seu alvo principal contra-ataque na mesma batalha"
Bonuses to Hit confer a partial bonus to critical hit chance (max: 15%),Bônus de acerto conferem um bônus parcial à chance de acerto crítico (máx.: 15%)
Dealing Critical Hits restore a small amount of HP,Causar acertos críticos restaura uma pequena quantidade de PV
"Any Archery attacks from this unit will ignore the penalty for firing at Walls, or Woods from 2+ Range",Qualquer ataque de Arquearia desta unidade irá ignorar a penalidade por atirar em muralhas ou bosques de 2 ou + de alcance
Unit does +50% more damage to Dragons.,A unidade causa 50% a mais de dano aos Dragões.
Unit gains resistance to Magician and Dragon attacks as STR increases,Unidade ganha resistência a ataques de Mago e Dragão conforme a FOR aumenta
Gain +3 STR at the start of battle for every Unit in the enemy Squad,Ganhe +3 FOR no início da batalha para cada unidade do esquadrão inimigo
Unit has a chance for an extra action for every enemy below 25% HP at the end of combat,A unidade tem chance de uma ação extra para cada inimigo com menos de 25% de PV no final do combate
"When being healed, the effect is increased by 50%","Ao ser curado, o efeito é aumentado em 50%"
+25% damage to already damaged enemies,+25% de dano a inimigos que já tomaram dano
"When an ally is healed, this unit is also healed for 25% of the effect","Quando um aliado é curado, esta unidade também é curada em +25% do efeito"
"At the start of battle, gain a barrier equal to 50% of MAG","No início da batalha, ganhe uma barreira igual a 50% de MAG"
Gain STR equal to 25% of MAG,Ganhe FOR igual a 25% de MAG
Gain SKL equal to 33% of MAG,Ganhe HAB igual a 33% de MAG
Gain MaxHP equal to 100% of MAG,Ganhe PV Máx. igual a 100% de MAG
Deal +25% damage while on defense,Cause +25% de dano enquanto estiver na defesa
Unit has a chance to take another action in battle based on lower %HP remaining,A unidade tem a chance de realizar outra ação em batalha com base na menor % de PV restante
"Once per Chapter, this unit will survive an enemy turn that would otherwise be fatal","Uma vez por capítulo, esta unidade sobreviverá a um turno inimigo que, de outra forma, seria fatal"
"Unit does +50% more damage to Rogues, Assassins, and Magician units","A unidade causa +50% de dano a unidades do tipo Ladino, Assassino e Mago"
Firearms units in this Squad cost 2 less capacity,Unidades de armas de fogo neste Esquadrão custam 2 a menos de capacidade
Restore a small amount of HP when an enemy unit is killed in combat,Restaura uma pequena quantidade de PV quando uma unidade inimiga é morta em combate
"When this Squad uses Forced Surrender, Enemy Units are more likely to Surrender","Quando este esquadrão usa a Rendição forçada, as unidades inimigas têm maior probabilidade de se render"
Increased drop chance when destroying or forcing the surrender of enemy Squads,Maior chance de queda ao destruir ou forçar a rendição de esquadrões inimigos
"Squad is immune to negative effects of Blizzard weather, and gains bonus evasion in Blizzard and Snow",O esquadrão é imune aos efeitos negativos do clima Nevasca e ganha bônus de evasão em Nevasca e Neve
Squad is immune to Heat Wave and Desert movement penalty,O esquadrão é imune à penalidade de movimento de Onda de calor e Deserto
Trait Learnable,Característica aprendível
Use a tome to learn a trait in this slot!,Use um tomo para aprender uma característica neste espaço!
Polearm Warrior,Guerreiro de arma de haste
"Increases attack versus Cavalry units by 35%, and grants immunity to Shock",Aumenta o ataque contra unidades de Cavalaria em 35% e concede imunidade a Choque
35% bonus damage to firearms troops,35% de bônus de dano às tropas de armas de fogo
Guardian,Guardião
Unit takes -25% damage while on defense,A unidade recebe -25% de dano enquanto estiver na defesa
Magic Armor,Armadura mágica
Reduces incoming spell damage by 50% of Armor.,Reduz o dano de feitiço recebido em 50% da Armadura.
Stealth Attack,Ataque furtivo
Attack rear row without penalty on the first round of combat,Ataque a fileira traseira sem penalidade na primeira rodada do combate
Guerilla,Guerrilha
Bonus hit and evasion when standing in rough terrain and/or on Offense,Bônus de acerto e evasão ao ficar em terreno acidentado e/ou no Ataque
Firearms Slayer,Assassino de armas de fogo
+35% damage to firearms,+35% de dano para armas de fogo
Hit and Run,Bater e correr
Bonus hit and evasion when standing in Open terrain and/or on Offense,Bônus de acerto e evasão ao ficar em terreno Aberto e/ou no Ataque
Shadowchaser,Caçador de Sombras
Bonus movement in Ambushable terrain and ignore enemy Zones of Control,Movimento bônus em terrenos Emboscáveis ​ e ignora Zonas de controle inimigas
Imposing,Impor
Noisy Cricket,Grilo ruidoso
Squad loses 15% threat for the purposes of being targeted (more likely to be targeted),O esquadrão perde 15% de ameaça para se tornar alvo (mais provável de ser alvo)
Combat Medic,Médica de combate
Support units in this squad heal for 20% more,Unidades de apoio neste esquadrão curam 20% a mais
Hospitaller,Hospitalária
Out-of-battle Healing is 25% stronger,Cura fora de batalha é 25% mais poderosa
Unassuming,Modéstia
Archer Captain,Arqueiro capitão
Soldier Captain,Soldado capitão
Knight Captain,Cavaleiro capitão
Melee Cavalry units in this Squad cost 2 less capacity,Unidades de Cavalaria corpo-a-corpo neste Esquadrão custam 2 a menos de capacidade
Bowmanship,Arquearia
Arcane Vigor,Vigor arcano
Gain Max HP equal to 100% of MAG,Ganhe PV Máx. igual a 100% de MAG
Arcane Might,Força arcana
Arcane Speed,Velocidade arcana
Coldblooded,Sangue frio
Beacon,Baliza
Colossal,Colossal
"Cannot dodge, deals increased morale damage","Não é possível desviar, causa dano aumentado ao moral"
Desperation,Desespero
Smite,Punir
Dragonslayer,Matadragão
Unit does +50% more damage to Dragons,A unidade causa 50% a mais de dano aos Dragões
Field Marshal,Marechal de campo
+10 Hit/Evade to entire army while squad is deployed,+10 de acerto/evasão para todo o exército enquanto o esquadrão é desdobrado
Bloodlust,Sede de sangue
Genbu Shell Fragment,Fragmento do casco de Genbu
Soha's Blood Shard,Estilhaço de sangue de Soha
Giant's Thresher,Foice dos gigantes
