ENGLISH,Russian
Locked.  Unlock Adept Artificer tech to unlock.,Заблокировано.  Нужно открыть технологию «Знаток артефактов».
Locked.  Unlock Journeyman Artificer tech to unlock.,Заблокировано.  Нужно открыть технологию «Эксперт артефактов».
Ace of Spaces,Туз вечных пиков
An indestructible card that defies age and time.,"Прочнейшая карта, неподвластная силе времени."
Warfarer's Boots,Сапоги странника
Shuffle becomes a free action,Рокировка становится бесплатным действием
Duelist's Contract,Контракт дуэлянта
All units on both teams get +1 attack at 1 range,Все войска с обеих сторон получают +1 к атаке и 1 к радиусу атаки
Do-It-Yourself Bandage,Бинт самоисцеления
Map heals are a free action,Исцеление вне боя становится бесплатным действием
Emperor's Missive,Указ императора
Tier 1 Units take 50% damage,Войска 1-го уровня получают 50% урона
Donari Charm,Талисман Донари
2 additional Map Heal charges,2 дополнительных заряда исцеления вне боя
Commoner's Goblet,Кубок простолюдина
Non-story squad leaders only,Только для второстепенных лидеров отрядов
Can only be equipped on Squads not lead by story characters,"Можно снарядить только на отряды, которые ведут не главные персонажи"
Tailored Great Helm,Изысканный большой шлем
2 additional Armor per unit archetype in Squad,Дополнительно 2 ед. брони за каждый архетип юнитов в отряде
Thorny Charm,Шипастый талисман
Every Unit in Squad will resist 1 status effect per combat,Каждый юнит в отряде получает сопротивление одному статусному эффекту за бой
